,nb_cores,environement,penalty,lambda,Duality gap interval,nb_threads,solver,Tolerance,Dataset,Primal objective,Best dual,Relative duality gap,Diff,Relative optimality gap,timestamp,epoch
0,8,cyanure_benchmark_mkl,l2,1.383e-09,5,4,qning-ista,1e-05,real-sim,0.16297475365230837,-2932.9164749987244,17997.13994972394,0.0,36.441418618826845,818,5
1,8,cyanure_benchmark_mkl,l2,1.383e-09,5,4,qning-ista,1e-05,real-sim,0.04681051866906356,-132.15628545041088,2824.217712769143,0.0,9.75643134277997,1407,10
2,8,cyanure_benchmark_mkl,l2,1.383e-09,5,4,qning-ista,1e-05,real-sim,0.01953584429993827,-18.413934288140123,943.5717161452965,0.0,3.4909543773145724,1997,15
3,8,cyanure_benchmark_mkl,l2,1.383e-09,5,4,qning-ista,1e-05,real-sim,0.00880084934325565,-6.48559832556711,737.928684109019,0.0,1.02493543552219,2591,20
4,8,cyanure_benchmark_mkl,l2,1.383e-09,5,4,qning-ista,1e-05,real-sim,0.0063932254959979855,-1.8943139966374183,297.30020055185224,0.0,0.4718614903544309,3186,25
5,8,cyanure_benchmark_mkl,l2,1.383e-09,5,4,qning-ista,1e-05,real-sim,0.005663098564821484,-0.37123153200297593,66.55272308149878,0.0,0.3041383708318487,3786,30
6,8,cyanure_benchmark_mkl,l2,1.383e-09,5,4,qning-ista,1e-05,real-sim,0.005481077936976444,-0.2855216267936661,53.09223989819234,0.0,0.26232500083269594,4379,35
7,8,cyanure_benchmark_mkl,l2,1.383e-09,5,4,qning-ista,1e-05,real-sim,0.005257748885426438,-0.10423364279422925,20.824766276523153,0.0,0.21102235247588358,5077,40
8,8,cyanure_benchmark_mkl,l2,1.383e-09,5,4,qning-ista,1e-05,real-sim,0.0050923525845987415,-0.10423364279422925,21.468661794839658,0.0,0.17302788555817075,5675,45
9,8,cyanure_benchmark_mkl,l2,1.383e-09,5,4,qning-ista,1e-05,real-sim,0.00496551489587866,-0.09183003577164321,19.493557606253777,0.0,0.14389101645119687,6269,50
10,8,cyanure_benchmark_mkl,l2,1.383e-09,5,4,qning-ista,1e-05,real-sim,0.004886340631284952,-0.09183003577164321,19.793212078523236,0.0,0.12570328213195292,6864,55
11,8,cyanure_benchmark_mkl,l2,1.383e-09,5,4,qning-ista,1e-05,real-sim,0.0048341872792158356,-0.09183003577164321,19.995961568650515,0.0,0.11372273117693399,7464,60
12,8,cyanure_benchmark_mkl,l2,1.383e-09,5,4,qning-ista,1e-05,real-sim,0.004775909395607753,-0.09183003577164321,20.227759189924388,0.0,0.10033526658612489,8059,65
13,8,cyanure_benchmark_mkl,l2,1.383e-09,5,4,qning-ista,1e-05,real-sim,0.004726374469235558,-0.09183003577164321,20.42927636592785,0.0,0.08895621450393613,8755,70
14,8,cyanure_benchmark_mkl,l2,1.383e-09,5,4,qning-ista,1e-05,real-sim,0.00468556341630387,-0.09183003577164321,20.598504515404006,0.0,0.07958119104373566,9350,75
15,8,cyanure_benchmark_mkl,l2,1.383e-09,5,4,qning-ista,1e-05,real-sim,0.004657635796123292,-0.04860832770203116,11.436266344073001,0.0,0.07316572083230186,9946,80
16,8,cyanure_benchmark_mkl,l2,1.383e-09,5,4,qning-ista,1e-05,real-sim,0.004622266378555958,-0.02991685084414743,7.472333784772862,0.0,0.06504073763173569,10548,85
17,8,cyanure_benchmark_mkl,l2,1.383e-09,5,4,qning-ista,1e-05,real-sim,0.004594238677989716,-0.01378336453294635,4.0001411548294845,0.0,0.05860227717878389,11144,90
18,8,cyanure_benchmark_mkl,l2,1.383e-09,5,4,qning-ista,1e-05,real-sim,0.004557397649007825,-0.00837821758353222,2.838377562984044,0.0,0.05013923870777748,11741,95
19,8,cyanure_benchmark_mkl,l2,1.383e-09,5,4,qning-ista,1e-05,real-sim,0.004539600436373263,-0.00837821758353222,2.8455848044251377,0.0,0.04605090297543347,12440,100
20,8,cyanure_benchmark_mkl,l2,1.383e-09,5,4,qning-ista,1e-05,real-sim,0.004528361907409447,-0.00837821758353222,2.8501651932509016,0.0,0.043469213331937234,13037,105
21,8,cyanure_benchmark_mkl,l2,1.383e-09,5,4,qning-ista,1e-05,real-sim,0.00451244886248897,-0.00837821758353222,2.856689757346297,0.0,0.03981370437698783,13640,110
22,8,cyanure_benchmark_mkl,l2,1.383e-09,5,4,qning-ista,1e-05,real-sim,0.004498379504718235,-0.0031307847429203253,1.6959805724787171,0.0,0.03658172309506962,14340,115
