,nb_cores,environement,penalty,lambda,Duality gap interval,nb_threads,solver,Tolerance,Dataset,Primal objective,Best dual,Relative duality gap,Diff,Relative optimality gap,timestamp,epoch
0,2,cyanure_benchmark_mkl,l2,4e-10,5,4,svrg,1e-05,epsilon,0.6666567224543269,-14116.252910353489,21175.69521402839,0.0,1.4680863088630016,16812,5
1,2,cyanure_benchmark_mkl,l2,4e-10,5,4,svrg,1e-05,epsilon,0.6440778798728546,-113.41994772468163,177.09663562280932,0.0,1.4126006687872072,46166,10
2,2,cyanure_benchmark_mkl,l2,4e-10,5,4,svrg,1e-05,epsilon,0.6262658857291232,-113.41994772468163,182.10510297496677,0.0,1.3688291648881448,67635,15
3,2,cyanure_benchmark_mkl,l2,4e-10,5,4,svrg,1e-05,epsilon,0.611378201929202,-11.893679852821297,20.453882744413896,0.0,1.3322439120389795,90824,20
4,2,cyanure_benchmark_mkl,l2,4e-10,5,4,svrg,1e-05,epsilon,0.5986049125793071,-11.893679852821297,20.86899807015123,0.0,1.3008546088497268,112076,25
5,2,cyanure_benchmark_mkl,l2,4e-10,5,4,svrg,1e-05,epsilon,0.5874409893786895,-11.893679852821297,21.24659509272705,0.0,1.2734201899990643,135136,30
6,2,cyanure_benchmark_mkl,l2,4e-10,5,4,svrg,1e-05,epsilon,0.5775495899179661,-11.893679852821297,21.593348277696204,0.0,1.2491128930974085,162167,35
7,2,cyanure_benchmark_mkl,l2,4e-10,5,4,svrg,1e-05,epsilon,0.5686914946572221,-11.893679852821297,21.91411593906498,0.0,1.2273448558908397,186933,40
8,2,cyanure_benchmark_mkl,l2,4e-10,5,4,svrg,1e-05,epsilon,0.560687387901699,-11.893679852821297,22.212675921482514,0.0,1.2076754248753803,209877,45
9,2,cyanure_benchmark_mkl,l2,4e-10,5,4,svrg,1e-05,epsilon,0.5534003149665848,-11.893679852821297,22.49200051239482,0.0,1.1897680452289323,237052,50
10,2,cyanure_benchmark_mkl,l2,4e-10,5,4,svrg,1e-05,epsilon,0.5467238147406565,-11.893679852821297,22.754457245406762,0.0,1.1733610975669737,263984,55
11,2,cyanure_benchmark_mkl,l2,4e-10,5,4,svrg,1e-05,epsilon,0.5405719003578378,-11.893679852821297,23.0020312653102,0.0,1.1582432762707537,292804,60
12,2,cyanure_benchmark_mkl,l2,4e-10,5,4,svrg,1e-05,epsilon,0.5348774333992163,-11.893679852821297,23.236271545866874,0.0,1.1442495942230813,319483,65
13,2,cyanure_benchmark_mkl,l2,4e-10,5,4,svrg,1e-05,epsilon,0.5295835887668812,-3.360178526326207,7.344944589673327,0.0,1.1312404084409917,349842,70
14,2,cyanure_benchmark_mkl,l2,4e-10,5,4,svrg,1e-05,epsilon,0.5246438121536693,-3.360178526326207,7.404685328380474,0.0,1.1191013155611642,375281,75
15,2,cyanure_benchmark_mkl,l2,4e-10,5,4,svrg,1e-05,epsilon,0.5200189851168909,-3.360178526326207,7.461645867738654,0.0,1.1077361852428345,409569,80
16,2,cyanure_benchmark_mkl,l2,4e-10,5,4,svrg,1e-05,epsilon,0.5156759112287789,-3.360178526326207,7.516066492847033,0.0,1.0970634400076067,432667,85
17,2,cyanure_benchmark_mkl,l2,4e-10,5,4,svrg,1e-05,epsilon,0.5115862865003736,-3.360178526326207,7.568155978754432,0.0,1.0870135251412192,457863,90
18,2,cyanure_benchmark_mkl,l2,4e-10,5,4,svrg,1e-05,epsilon,0.507725810528321,-3.360178526326207,7.618096729866318,0.0,1.0775267244102404,483195,95
19,2,cyanure_benchmark_mkl,l2,4e-10,5,4,svrg,1e-05,epsilon,0.5040733567926886,-3.360178526326207,7.666050647283378,0.0,1.0685511211375072,510197,100
20,2,cyanure_benchmark_mkl,l2,4e-10,5,4,svrg,1e-05,epsilon,0.5006107427751992,-3.360178526326207,7.712158248340079,0.0,1.060042033286677,540914,105
21,2,cyanure_benchmark_mkl,l2,4e-10,5,4,svrg,1e-05,epsilon,0.4973214925455559,-3.360178526326207,7.756552002462282,0.0,1.0519589726203622,562420,110
22,2,cyanure_benchmark_mkl,l2,4e-10,5,4,svrg,1e-05,epsilon,0.49419168180961087,-3.360178526326207,7.799342542598133,0.0,1.0442677213361842,590983,115
23,2,cyanure_benchmark_mkl,l2,4e-10,5,4,svrg,1e-05,epsilon,0.491208346054475,-3.360178526326207,7.840638098509758,0.0,1.0369364202149056,612176,120
24,2,cyanure_benchmark_mkl,l2,4e-10,5,4,svrg,1e-05,epsilon,0.4883613665897404,-3.360178526326207,7.88051667516322,0.0,1.0299402034109024,629916,125
25,2,cyanure_benchmark_mkl,l2,4e-10,5,4,svrg,1e-05,epsilon,0.48563875682816904,-3.360178526326207,7.919090536085696,0.0,1.0232496148764239,651150,130
26,2,cyanure_benchmark_mkl,l2,4e-10,5,4,svrg,1e-05,epsilon,0.4830330306803914,-2.249537950117019,5.657109984690615,0.0,1.0168462581653799,679853,135
27,2,cyanure_benchmark_mkl,l2,4e-10,5,4,svrg,1e-05,epsilon,0.4805363480502477,-2.249537950117019,5.6813065426671825,0.0,1.0107108668892426,704895,140
28,2,cyanure_benchmark_mkl,l2,4e-10,5,4,svrg,1e-05,epsilon,0.4781400323011859,-2.249537950117019,5.7047680556896125,0.0,1.0048221189305893,727824,145
29,2,cyanure_benchmark_mkl,l2,4e-10,5,4,svrg,1e-05,epsilon,0.47583837794735845,-1.526979169060522,4.209029031343601,0.0,0.9991659935293631,752816,150
30,2,cyanure_benchmark_mkl,l2,4e-10,5,4,svrg,1e-05,epsilon,0.4736253951302838,-1.3171276222051196,3.78094805672911,0.0,0.9937277711032552,785558,155
31,2,cyanure_benchmark_mkl,l2,4e-10,5,4,svrg,1e-05,epsilon,0.47149542601836353,-1.3171276222051196,3.7935109218934837,0.0,0.9884935479985888,808678,160
32,2,cyanure_benchmark_mkl,l2,4e-10,5,4,svrg,1e-05,epsilon,0.4694435178339859,-1.3171276222051196,3.8057211829920483,0.0,0.9834511531736044,831915,165
33,2,cyanure_benchmark_mkl,l2,4e-10,5,4,svrg,1e-05,epsilon,0.46746503505134696,-1.3171276222051196,3.8175960199043435,0.0,0.9785891952066473,853320,170
34,2,cyanure_benchmark_mkl,l2,4e-10,5,4,svrg,1e-05,epsilon,0.4655556689411985,-1.3171276222051196,3.8291517214270634,0.0,0.9738970857515971,876573,175
35,2,cyanure_benchmark_mkl,l2,4e-10,5,4,svrg,1e-05,epsilon,0.4637117244755387,-1.3171276222051196,3.840401811480614,0.0,0.9693657445824395,897895,180
